case_number|case_status|employer_name|job_title|soc_code|full_time_position|begin_date|end_date|total_worker_positions|new_employment|continued_employment|new_concurrent_employment|change_previous_employment|change_employer|amended_petition|employer_address1|employer_address2|employer_city|employer_state|employer_poc_last_name|employer_poc_first_name|employer_poc_job_title|secondary_entity_business_name|worksite_address1|worksite_address2|worksite_city|worksite_state|h_1b_dependent|willful_violator|prevailing_wage|employer_phone|employer_phone_ext|employer_poc_phone|employer_poc_phone_ext|employer_poc_email|h_1b_dependent
I-200-25317-403394|Certified|Palo Alto Networks Inc|Principal Software Engineer|15-1252.00|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$195,779.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25317-404853|Certified|Palo Alto Networks Inc|Senior Product Manager|15-1299.09|Y|2026-05-15|2029-05-14|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$195,437.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25353-498625|Certified|University of Michigan|Application Programmer/Analyst Senior|15-1294|Y|2026-05-15|2029-05-14|1|1|0|0|0|0|0|515 E. Jefferson Street, 1500 SAB||Ann Arbor|MI|Hoffman-Lopez|Beth|Sr. Faculty/Staff Immigration Advisor||515 E. Jefferson Street, 1500 SAB||Ann Arbor|MI|No|No|$92,810.00 |17347634081||17347634081||bhlopez@umich.edu|No
I-200-25350-486676|Certified|H. LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE INC|Research Machine Learning Engineer II|15-1252.00|Y|2026-05-14|2029-05-13|1|1|0|0|0|0|0|12902 USF MAGNOLIA DR|MAIL STOP MTP-HR|TAMPA|FL|Hudson|Clare|IMMIGRATION ADVISOR||231 Woodridge Dr.|Apt. C204|Wintersville|OH|No|No|$86,050.00 |18137451380||18137451380||clare.hudson@moffitt.org|No
I-200-25316-399544|Certified|Microsoft Corporation|Software Engineering|15-1252.00|Y|2026-05-14|2029-05-13|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||One Microsoft Way||Redmond|WA|No|No|$149,240.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25318-406953|Certified|Oracle America Inc|Site Reliability Developer|15-1252.00|Y|2026-05-14|2029-05-13|20|4|4|0|4|4|4|2300 Oracle Way||Austin|TX|Nagase|Richard|Senior Immigration Specialist||2300 Oracle Way||Austin|TX|No|No|$114,754.00 |17378671000||17378671000||ins_us@oracle.com|No
I-200-25319-411133|Certified|Oracle America Inc|Systems Analyst|15-1299.08|Y|2026-05-12|2029-05-11|25|5|5|0|5|5|5|2300 Oracle Way||Austin|TX|Nagase|Richard|Senior Immigration Specialist||5815 Owens Drive||Pleasanton|CA|No|No|$174,795.00 |17378671000||17378671000||ins_us@oracle.com|No
I-200-25316-399328|Certified|ServiceNow Inc|Information Systems Engineer|15-1252.00|Y|2026-05-12|2029-05-11|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||176 North Racine Ave|Suite 500|Chicago|IL|No|No|$120,467.00 |14085018550||18587200477||scym@servicenow.com|No
I-200-25317-403523|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-05-11|2029-05-10|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||538 Cajundome Blvd||Lafayette|LA|No|No|$83,262.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25318-409783|Certified|Cisco Systems Inc|Director, Product Management|15-1299.09|Y|2026-05-11|2029-05-10|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||3098 Olsen Drive||San Jose|CA|No|No|$223,142.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25323-420578|Certified|Microsoft Corporation|Software Engineering|15-1252.00|Y|2026-05-11|2029-05-10|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||One Microsoft Way||Redmond|WA|No|No|$180,710.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25317-406791|Certified|Cisco Systems Inc|Engineering Product Manager|15-1299.09|Y|2026-05-10|2029-05-09|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7100 Kit Creek Rd||Morrisville|NC|No|No|$126,256.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25318-406961|Certified|Cisco Systems Inc|Consulting Engineer|15-1244.00|Y|2026-05-10|2029-05-09|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2300 E President George Bush Hwy||Richardson|TX|No|No|$105,102.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25314-393129|Certified|Cisco Systems Inc|Customer Escalations Engineer|15-1244.00|Y|2026-05-10|2029-05-09|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||500 Terry A Francois Blvd.||San Francisco|CA|No|No|$109,970.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25317-406689|Certified|Cisco Systems Inc|Manufacturing Operations Supply Project Manager|15-1299.09|Y|2026-05-10|2029-05-09|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||500 Terry A. Francois Blvd||San Francisco|CA|No|No|$150,405.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25336-451919|Certified|New Mexico Military Institute|IT Web Services Developer|15-1254.00|Y|2026-05-10|2029-05-09|1|1|0|0|0|0|0|101 West College Boulevard||Roswell|NM|Klopfer|Gary|IT Data and Systems Admin||101 West College Boulevard||Roswell|NM|No|No|$1,898.40 |18004215376|0|15756248104|0|gklopfer@nmmi.edu|No
I-200-25311-387893|Certified|Cisco Systems Inc|Engineering Product Manager|15-1299.09|Y|2026-05-09|2029-05-08|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7200-10 Kit Creek Rd.||Morrisville|NC|No|No|$126,256.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25322-415834|Certified|Palo Alto Networks Inc|Service Delivery Leader|15-1244.00|Y|2026-05-09|2029-05-08|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3901 North Dallas Parkway||Plano|TX|No|No|$126,030.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25335-444674|Certified|CGI Technologies and Solutions Inc|Software Quality/Test Engineer|15-1253.00|Y|2026-05-08|2029-05-07|50|10|20|0|0|10|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|Texas Department of Transportation|6230 E Stassney Ln||Austin|TX|No|No|$87,672.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25317-404895|Certified|Georgia Institute of Technology|Cyber Security Analytics Lead|15-1212.00|Y|2026-05-08|2029-05-07|1|1|0|0|0|0|0|225 North Ave NW||Atlanta|GA|Giacomini|Casey|Immigration Specialist||817 West Peachtree St. NW||Atlanta|GA|No|No|$80,184.00 |14048944847||14048944847||casey.giacomini@hr.gatech.edu|No
I-200-25317-403445|Certified|Palo Alto Networks Inc|Senior Principal/Architect (Technical Lead)|15-1252.00|Y|2026-05-08|2029-05-07|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$246,411.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25310-381666|Certified|SAP America Inc|Expert Architecture Advisor|15-1211.00|Y|2026-05-08|2029-05-07|1|1|0|0|0|0|0|3999 West Chester Pike||Newtown Square|PA|Manghisi|Crissa|HR Services Consultant (AME Immigration)||3999 West Chester Pike||Newtown Square|PA|No|No|$125,923.00 |16106612354||16106612354||SAP.GM.USPermResidency@sap.com|No
I-200-25315-395997|Certified|ServiceNow Inc|Staff Software Quality Engineer|15-1252.00|Y|2026-05-08|2029-05-07|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||2225 Lawson Lane||Santa Clara|CA|No|No|$172,421.00 |14085018550||18587200477||scym@servicenow.com|No
I-200-25323-420197|Certified|CGI Technologies and Solutions Inc|Business Systems Analyst|15-1299.09|Y|2026-05-07|2029-05-06|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|8100 Mohawk Drive||Strongsville|OH|No|No|$99,341.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25311-386151|Certified|CGI Technologies and Solutions Inc|Software Engineer|15-1252.00|Y|2026-05-07|2029-05-06|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||14800 Landmark Blvd|Suite 300|Dallas|TX|No|No|$112,923.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25309-380020|Certified|ServiceNow Inc|Senior Staff Software Engineer|15-1252.00|Y|2026-05-07|2029-05-06|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||2225 Lawson Lane||Santa Clara|CA|No|No|$239,033.00 |14085018550||18587200477||globalmobility@servicenow.com|No
I-200-25308-367276|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-05-05|2029-05-04|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|620 Liberty Ave||Pittsburgh|PA|No|No|$98,197.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25307-358564|Certified|Microsoft Corporation|Software Engineering|15-1252.00|Y|2026-05-05|2029-05-04|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||One Microsoft Way||Redmond|WA|No|No|$149,240.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25309-373936|Certified|ServiceNow Inc|Senior Software Engineer|15-1252.00|Y|2026-05-05|2029-05-04|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||2225 Lawson Lane||Santa Clara|CA|No|No|$173,361.00 |14085018550||18587200477||globalmobility@servicenow.com|No
I-200-25330-439355|Certified|CGI Technologies and Solutions Inc|Software Architect|15-1252.00|Y|2026-05-04|2029-05-03|50|10|20|0|0|10|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Bank|620 Liberty Ave||Pittsburgh|PA|No|No|$140,754.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25309-375270|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-05-04|2029-05-03|50|10|20|0|0|10|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|4720 Piedmont Row||Charlotte|NC|No|No|$133,536.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25315-396730|Certified|Adventist HealthCare Inc|Data Engineer II|15-1252.00|Y|2026-05-04|2029-05-03|1|1|0|0|0|0|0|820 W. Diamond Avenue|Suite 600|Gaithersburg|MD|Vargas|Carlos|Vice President, Human Resources and Technology||820 W. Diamond Ave.|Ste. 600|Gaithersburg|MD|No|No|$101,421.00 |13013153402||13013153402||cvargas@adventisthealthcare.com|No
I-200-25351-492027|Certified|Hudson River Trading LLC|NETWORK ENGINEER|15-1241.00|Y|2026-05-04|2029-05-03|1|1|0|0|0|0|0|3 World Trade Center|76th Floor|New York|NY|GUEZ|SHIREL|HEAD OF IMMIGRATION||3 World Trade Center||New York|NY|No|No|$154,648.00 |12122931444||16467934784||sguez@hudson-trading.com|No
I-200-25308-367264|Certified|CGI Technologies and Solutions Inc|Business Systems Analyst|15-1299.09|Y|2026-05-02|2029-05-01|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|GNCO Inc|1395 Valley Belt Rd||Brooklyn Heights|OH|No|No|$99,341.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25324-424149|Certified|CGI Technologies and Solutions Inc|Business Systems Analyst|15-1299.09|Y|2026-05-02|2029-05-01|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|8100 Mohawk Drive||Strongsville|OH|No|No|$99,341.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25309-376918|Certified|Cisco Systems Inc|Customer Delivery Engineering Technical Leader|15-1252.00|Y|2026-05-02|2029-05-01|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7200-10 Kit Creek Rd.||Research Triangle Park|NC|No|No|$139,214.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25309-377022|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-05-02|2029-05-01|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2300 East President George Bush Highway||Richardson|TX|No|No|$134,971.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25308-372481|Certified|Cisco Systems Inc|Consulting Engineer|15-1244.00|Y|2026-05-02|2029-05-01|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7200-11 Kit Creek Rd.|Bldg. 11. RTP|MORRISVILLE|NC|No|No|$85,800.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25311-389143|Certified|Cisco Systems Inc|Customer Delivery Engineering Technical Leader|15-1244.00|Y|2026-05-02|2029-05-01|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2250 E President George Bush Hwy||Richardson|TX|No|No|$105,102.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25321-415124|Certified|Cisco Systems Inc|Principal Engineer|15-1252.00|Y|2026-05-02|2029-05-01|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||821 Alder Dr||Milpitas|CA|No|No|$247,748.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25311-387892|Certified|Cisco Systems Inc|Software Engineering Technical Leader|15-1252.00|Y|2026-05-02|2029-05-01|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||510 McCarthy Blvd||Milpitas|CA|No|No|$264,514.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25310-380336|Certified|Cisco Systems Inc|Technical Support Team Lead|15-1244.00|Y|2026-05-02|2029-05-01|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||560 McCarthy Blvd||Milpitas|CA|No|No|$107,578.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25351-490949|Certified|Thinkbyte Consulting INC|Salesforce Developer|15-1251.00|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|3721 S. Stonebridge DR.|Suite 501|McKinney|TX|Bhavya|Deepika|HR Manager|Digital First Holdings LLC|4 Concourse Pkwy|Suite 400|Atlanta|GA|No|No|$85,800.00 |14082562563||14082562563||hr@thinkbyte.net|No
I-200-25351-491163|Certified|Thinkbyte Consulting INC|Salesforce Developer|15-1251.00|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|3721 S. Stonebrook DR.|Suite 501|McKinney|TX|Bhavya|Deepika|HR Manager|Verizon|600 Hidden Ridge||Irving|TX|No|No|$77,418.00 |14082562563||14082562563||hr@thinkbyte.net|No
I-200-25351-491303|Certified|American Thoracic Society Inc|Data Administrator|15-1242.00|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|25 Broadway|4th Floor|New York|NY|Jimenez|Luisana|Manager of Talent and Employee Experience||25 Broadway|4th Floor|New York|NY|No|No|$101,234.00 |12123158645||12123158645||ljimenez@thoracic.org|No
I-200-25307-363134|Certified|Cisco Systems Inc|Principal Engineer|15-1252.00|Y|2026-05-01|2029-04-30|15|3|3|0|3|3|3|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||300 Beaver Brook Road||Boxborough|MA|No|No|$178,131.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25308-372627|Certified|Cisco Systems Inc|Technical Consulting Engineer|15-1244.00|Y|2026-05-01|2029-04-30|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2300 E President George Bush Hwy||Richardson|TX|No|No|$105,102.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25308-370635|Certified|Cisco Systems Inc|Technical Consulting Engineer|15-1244.00|Y|2026-05-01|2029-04-30|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2250 E. President George Bush Highway||Richardson|TX|No|No|$105,102.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25307-361172|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-05-01|2029-04-30|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2300 East President George Bush Highway||Richardson|TX|No|No|$112,923.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25308-369977|Certified|City of Las Cruces|Software Developer|15-1252.00|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|700 N. Main St.||Las Cruces|NM|Nguyen|Evelyn|HR Analyst||700 N. Main St.||Las Cruces|NM|No|No|$62,899.00 |15756804210||15755283031||enguyen@lascruces.gov|No
I-200-25324-426703|Certified|Corewell Health|Security Engineer, Associate|15-1212.00|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|100 Corewell Dr. NW - MC6481||Grand Rapids|MI|Jenkins|Angela|Senior Counsel||4700 60th Street SE||Grand Rapids|MI|No|No|$62,296.00 |16163913963||16163913963||angela.jenkins@corewellhealth.org|No
I-200-25307-364772|Certified|Dallas Independent School District|Data Analyst II|15-1242.00|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|9400 North Central Expressway|Suite 1400|Dallas|TX|Ratcliffe|Ellen|Visa Coordinator||9400 North Central Expressway||Dallas|TX|No|No|$73,070.00 |19729254234||19729254234||visadocuments@dallasisd.org|No
I-200-25330-441314|Certified|Egencia LLC|Software Development Engineer III|15-1252.00|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|666 Third Avenue||New York|NY|Ciccia|Joseph|Sr. Employment Paralegal||110 110th Ave NE|Suite 200|Bellevue|WA|No|No|$180,710.00 |14256794966||18454947034||joseph.ciccia@amexgbt.com|No
I-200-25339-462090|Certified|Riverview Hospital|Clinical Data Analyst|15-1211.01|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|395 Westfield Road||Noblesville|IN|Schaefer|Cheryl|Director, Human Resources||395 Westfield Road||Noblesville|IN|No|No|$86,590.00 |13177767454||13177767454||cschaefer@riverview.org|No
I-200-25309-375470|Certified|University of Michigan|Web Designer Associate|15-1255|Y|2026-05-01|2029-04-30|1|1|0|0|0|0|0|515 E. Jefferson St, 1500 SAB||Ann Arbor|MI|Hoffman-Lopez|Beth|Sr Faculty/Staff Immigration Advisor||4901 Evergreen Road||Dearborn|MI|No|No|$35,942.00 |17347634081||17347634081||bhlopez@umich.edu|No
I-200-25308-367237|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-04-30|2029-04-29|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|Cigna|701 Corporate Center Drive||Raleigh|NC|No|No|$113,547.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25310-385133|Certified|Cisco Systems Inc|Software Consulting Engineer|15-1252.00|Y|2026-04-30|2029-04-29|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7100-7 Kit Creek Road|Building 7|Morrisville|NC|No|No|$135,408.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25346-480352|Certified|Cisco Systems Inc|Software Consulting Engineering Technical Leader|15-1252.00|Y|2026-04-30|2029-04-29|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7100-7 Kit Creek Road, Building 7||Morrisville|NC|No|No|$135,408.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25307-365080|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-04-30|2029-04-29|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2300 E President George Bush Hwy||Richardson|TX|No|No|$112,923.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25307-365130|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-04-30|2029-04-29|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||11501 Burnet Road|Building 906, Suite 300|Austin|TX|No|No|$114,754.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25307-364585|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-04-30|2029-04-29|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||500 Beaver Brook Road||Boxborough|MA|No|No|$131,082.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25314-391984|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-04-29|2029-04-28|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|Tristate Capitol Bank|11 Stanwix St|16th Floor|Pittsburgh|VA|No|No|$107,203.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25321-412445|Certified|CGI Technologies and Solutions Inc|Project Manager|15-1299.09|Y|2026-04-25|2029-04-24|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|CalSAWS|11971 Foundation Place|3rd Floor|Gold River|CA|No|No|$143,790.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25352-494310|Certified|Cisco Systems Inc|Cloud Engineer|15-1252.00|Y|2026-04-25|2029-04-24|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||771 Alder Dr||Milpitas|CA|No|No|$177,993.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25336-448828|Certified|Microsoft Corporation|Software Engineering|15-1252.00|Y|2026-04-25|2029-04-24|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||One Microsoft Way||Redmond|WA|No|No|$212,202.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25311-387894|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-04-24|2029-04-23|50|5|30|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||510 McCarthy Blvd||Milpitas|CA|No|No|$167,105.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25314-392513|Certified|Synopsys Inc|Software Engineering|15-1252.00|Y|2026-04-24|2029-04-23|30|5|5|5|5|5|5|675 Almanor Avenue||Sunnyvale|CA|Gattuccio|Cherry|Immigration Specialist ||675 Almanor Ave||Sunnyvale|CA|No|No|$175,053.00 |16505845000||16505847480||lcapafs@synopsys.com|No
I-200-25329-434944|Certified|Samsung Semiconductor Inc|Staff Engineer|15-1253.00|Y|2026-04-23|2029-04-22|20|4|4|0|4|4|4|3655 N First Street||San Jose|CA|OConnell / Vu|Kevin / Joseph|Sr. Director, Total Rewards/Sr. Specialist, HR Operations||3655 N 1st Street||San Jose|CA|No|No|$165,422.00 |14085444092||14085444650||immigration@ssi.samsung.com|No
I-200-25325-428655|Certified|Palo Alto Networks Inc|Information Security GRC Manager|15-1212.00|Y|2026-04-19|2029-04-18|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3000 Tannery Way||Santa Clara|CA|No|No|$172,203.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
