case_number|case_status|employer_name|job_title|soc_code|full_time_position|begin_date|end_date|total_worker_positions|new_employment|continued_employment|new_concurrent_employment|change_previous_employment|change_employer|amended_petition|employer_address1|employer_address2|employer_city|employer_state|employer_poc_last_name|employer_poc_first_name|employer_poc_job_title|secondary_entity_business_name|worksite_address1|worksite_address2|worksite_city|worksite_state|h_1b_dependent|willful_violator|prevailing_wage|employer_phone|employer_phone_ext|employer_poc_phone|employer_poc_phone_ext|employer_poc_email|h_1b_dependent
I-200-26084-728487|Certified|Google LLC|Senior Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||255 W Tasman|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26063-680126|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1220 N. Mathilda Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26058-669437|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1155 Borregas Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26076-708419|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||2598 Bayshore Parkway|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26076-708468|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||227 Humboldt Ct.|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26061-672905|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1195 Borregas Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26058-668999|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1155 Borregas Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26061-672807|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1201 Charleston Rd|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26058-669348|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1155 Borregas Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26058-670219|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1195 Borregas Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26061-672825|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||1000 Mercer St.|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-727240|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1160 N. Mathilda Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26056-662525|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||2111 NE 25th Avenue|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26055-659383|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||2200 Mission College Blvd|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26056-662657|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||5000 W Chandler Blvd|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26056-662576|Certified|Intel Corporation|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|2200 Mission College Blvd||Santa Clara|CA|Heider|Sheila|IMMIGRATION MANAGER|No||4500 S Dobson Rd|||Yes|No|Year|14807154205||14807154205||Immigration@intel.com|Yes
I-200-26062-677451|Certified|JPMorgan Chase & Co.|Vice President, Lead Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|10 S. Dearborn St.||Chicago|IL|Gutman/Da Val|Yael/Berenice|Attorney in Fact|No||1230 Avenue of The Americas|||Yes|No|Year|13127322655||13127322655||N/A|Yes
I-200-26055-661658|Certified|Pinterest Inc|Software Engineer I|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|651 Brannan Street||San Francisco|CA|Tu|Jenny|Global Mobility Manager|No||1730 Minor Avenue|Suite 1400||Yes|No|Year|14158573567||14156517582||glomo-notifications@pinterest.com|Yes
I-200-26055-661654|Certified|Pinterest Inc|Machine Learning Engineer II|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|651 Brannan Street||San Francisco|CA|Lee|Samantha|Global Mobility Manager|No||395 Page Mill Road|||Yes|No|Year|14158573567||14157627100||glomo-notifications@pinterest.com|Yes
I-200-26055-661657|Certified|Pinterest Inc|Software Engineer II|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|651 Brannan Street||San Francisco|CA|Tu|Jenny|Global Mobility Manager|No||11 Madison Ave.|Floor 13th||Yes|No|Year|14158573567||14156517582||glomo-notifications@pinterest.com|Yes
I-200-26056-664633|Certified|Siemens Industry Software Inc|Software Engineer - Associate|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|5800 Granite Parkway|600|Plano|TX|Kante|Ousman|Immigration Consultant|No||8005 SW Boeckman Rd|||Yes|No|Year|14074613982||14074613982||immigrationrequests.us@siemens.com|Yes
I-200-26062-676071|Certified|Siemens Industry Software Inc|Software Engineer – Senior|15-1299.09|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|5800 Granite Parkway|600|Plano|TX|Kante|Ousman|Immigration Consultant|No||535 Anton Blvd.|Ste 1100||Yes|No|Year|14074613982||14074613982||immigrationrequests.us@siemens.com|Yes
I-200-26056-664609|Certified|Visa Technology & Operations LLC|Sr. Site Reliability Engineer|15-1244.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|M1 900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||8910 S. Ridgeline Blvd.|||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26057-666798|Certified|Visa Technology & Operations LLC|Sr. Data Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||900 Metro Center Boulevard|||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26058-670288|Certified|Visa Technology & Operations LLC|Sr. Site Reliability Engineer|15-1244.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||12401 Research Boulevard|Building II||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26057-667853|Certified|Visa Technology & Operations LLC|Sr. ML Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|M1 900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||12401 Research Boulevard|Building II||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26056-664637|Certified|Visa U.S.A. Inc|Staff Research Scientist|15-1221.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|M1 900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||M1 900 Metro Center Blvd|||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26056-664570|Certified|Visa U.S.A. Inc|Sr. Software Test Engineer|15-1253.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|M1 900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||8910 S. Ridgeline Blvd.|||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26055-660965|Certified|Visa U.S.A. Inc|Staff Research Scientist|15-1221.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||900 Metro Center Boulevard|||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26065-685053|Certified|Waymo LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||680 E. Middlefield Road|||Yes|No|Year|16504991053||16502534513||GITAMER@google.com|Yes
I-200-26064-681635|Certified|Waymo LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Loran|Jacquelyn|People Operations|No||680 E. Middlefield Road|||Yes|No|Year|16504991053||16504991053||jloran@waymo.com|Yes
I-200-26057-668017|Certified|Waymo LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Loran|Jacquelyn|People Operations|No||680 E. Middlefield Road|||Yes|No|Year|16504991053||16504991053||jloran@waymo.com|Yes
I-200-26065-685037|Certified|Waymo LLC|Software Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Loran|Jacquelyn|People Operations|No||680 E. Middlefield Road|||Yes|No|Year|16504991053||16504991053||jloran@waymo.com|Yes
I-200-26065-685319|Certified|Workday Inc|Sr Associate Software Development Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||200 Darryl Drive|||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26055-661273|Certified|Workday Inc|Sr Software Engineer (Distributed Systems)|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||3350 Peachtree Road, N.E.|Ste 1000||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26055-661295|Certified|Workday Inc|Software Development Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||6110 Stoneridge Mall Road|||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26052-656202|Certified|Workday Inc|Software Development Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||3350 Peachtree Road, N.E., Suite 1000|||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26063-679523|Certified|Workday Inc|Sr Associate Quality Assurance Engineer|15-1253.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||6110 Stoneridge Mall Road|||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26063-679332|Certified|Workday Inc|Sr Principal, GRC|15-1212.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||4900 Pearl East Circle, Suite 100|||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26068-689195|Certified|Workday Inc|Sr Software Development Engineer|15-1252.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||7801 North Federal Highway, Apt. 22-509|||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26082-721793|Certified|Workday Inc|UX Designer|15-1255.00|Y|2026-08-23|2029-08-22|1|1|0|0|0|0|0|6110 Stoneridge Mall Road||Pleasanton|CA|Thurston|Jessica|Senior Immigration Program Manager|No||4900 Pearl East Circle, Suite 100|||Yes|No|Year|19259519000||19259519000||immigration@workday.com|Yes
I-200-26056-665087|Certified|Adobe Inc|Software Development Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Ngo|Clarissa|Global Mobility Specialist|No||3900 Adobe Way|||Yes|No|Year|18005850774||14085364173||cngo@adobe.com|Yes
I-200-26056-665091|Certified|Adobe Inc|Machine Learning Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Ngo|Clarissa|Global Mobility Specialist|No||3900 Adobe Way|||Yes|No|Year|18005850774||14085364173||cngo@adobe.com|Yes
I-200-26065-684940|Certified|Adobe Inc|Software Development Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Bridgewater|Ann Marie T.|Global Mobility Specialist|No||801 North 34th St|||Yes|No|Year|18005850774||14086491177||anntran@adobe.com|Yes
I-200-26055-662003|Certified|Adobe Inc|Research Scientist/Engineer|15-1221.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Ngo|Clarissa|Global Mobility Specialist|No||801 North 34th St|||Yes|No|Year|18005850774||14085364173||cngo@adobe.com|Yes
I-200-26055-661963|Certified|Adobe Inc|Research Scientist/Engineer|15-1221.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Barker|Elizabeth|Sr. Global Mobility Specialist|No||345 Park Avenue|||Yes|No|Year|18005850774||17088290561||epolk@adobe.com|Yes
I-200-26064-683962|Certified|Adobe Inc|Software Development Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Bridgewater|Ann Marie T.|Global Mobility Specialist|No||345 Park Avenue|||Yes|No|Year|18005850774||14086491177||anntran@adobe.com|Yes
I-200-26064-683940|Certified|Adobe Inc|Research Scientist/Engineer|15-1221.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|345 Park Avenue||San Jose|CA|Bridgewater|Ann Marie T.|Global Mobility Specialist|No||801 North 34th St|||Yes|No|Year|18005850774||14086491177||anntran@adobe.com|Yes
I-200-26064-681655|Certified|Alfa Financial Software Inc|Project Manager / Senior IT Consultant (00103754)|15-1299.09|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|124 E Hudson Avenue||Royal Oak|MI|Newman|Kelly|Immigration and Corporate Governance Specialist|No||124 E Hudson Avenue|||Yes|No|Year|18556807100||18556807100||N/A|Yes
I-200-26058-668663|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-08-22|2029-08-21|50|10|20|0|0|10|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|No||3426 Toringdon Way|Suite 405||Yes|No|Year|17032678000||12032126527||tamara.grant@cgi.com|Yes
I-200-26057-667911|Certified|CyberSource Corporation|Sr. Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|M1 900 METRO CENTER BLVD||Foster City|CA|Lopez/Le|Andrea/Steven|Sr Mgr/Immig Analyst|No||M1 900 Metro Center Boulevard|||Yes|Yes|Year|16504328837||16504322297||immigration@visa.com|Yes
I-200-26054-657582|Certified|Envision Building Products LLC|AI & Machine Learning Manager|15-1299.09|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|53 Eby Chiques Road||Mount Joy|PA|Martin|Bryant|Director of IT|No||223 South Hwy KK|||Yes|No|Year|12148976561||12148976561||cmartin@envisionbp.com|Yes
I-200-26068-687962|Certified|Ernst & Young U.S. LLP|Database Administrators - KBGFJG317566-3|15-1242.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|200 Plaza Drive||Secaucus|NJ|Pitts / Barros|JoAnh / Amanda|Associate Director/Assistant Director, Americas Talent Team|No||550 High Street|||Yes|No|Year|12018722200|0|12018722200||vicompliance@ey.com|Yes
I-200-26055-659471|Certified|Ernst & Young U.S. LLP|Network and Computer Systems Administrators - KBGFJG402823-1|15-1244.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|200 Plaza Drive||Secaucus|NJ|Pitts / Barros|JoAnh / Amanda|Associate Director/Assistant Director, Americas Talent Team|No||4131 Parklake Avenue|||Yes|No|Year|12018722200|0|12018722200||vicompliance@ey.com|Yes
I-200-26055-659609|Certified|Ernst & Young U.S. LLP|Computer Systems Analysts - KBGFJG401791-1|15-1211.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|200 Plaza Drive||Secaucus|NJ|Pitts / Barros|JoAnh / Amanda|Associate Director/Assistant Director, Americas Talent Team|No||One Manhattan West, 395 9th Avenue|||Yes|No|Year|12018722200|0|12018722200||vicompliance@ey.com|Yes
I-200-26055-659408|Certified|Ernst & Young U.S. LLP|Information Security Analysts - KBGFJG339852-2|15-1212.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|200 Plaza Drive||Secaucus|NJ|Pitts / Barros|JoAnh / Amanda|Associate Director/Assistant Director, Americas Talent Team|No||18101, Von Karman Avenue|||Yes|No|Year|12018722200|0|12018722200||vicompliance@ey.com|Yes
I-200-26055-659597|Certified|Ernst & Young U.S. LLP|Computer Systems Analysts - KBGFJG399799-2|15-1211.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|200 Plaza Drive||Secaucus|NJ|Pitts / Barros|JoAnh / Amanda|Associate Director/Assistant Director, Americas Talent Team|No||The Corporate Office Centre at Tysons II, 1775 Tysons Blvd|||Yes|No|Year|12018722200|0|12018722200||vicompliance@ey.com|Yes
I-200-26056-662797|Certified|Ernst & Young U.S. LLP|Database Administrators - KBGFJG402780-1|15-1242.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|200 Plaza Drive||Secaucus|NJ|Pitts / Barros|JoAnh / Amanda|Associate Director/Assistant Director, Americas Talent Team|No||1201 Elm Street|||Yes|No|Year|12018722200|0|12018722200||vicompliance@ey.com|Yes
I-200-26051-654527|Certified|Gen Digital Inc|Senior Software QA Engineer|15-1253.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|60 E. Rio Salado Parkway, Suite 1000||Tempe|AZ|Goodman|Brett|Global Mobility Specialist|No||60 E. Rio Salado Parkway, Suite 1000|||Yes|No|Year|16505278000||14808267049||XRM-Global_Employee@gendigital.com|Yes
I-200-26068-688290|Certified|Gen Digital Inc|Principal IT Applications Specialist|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|60 E. Rio Salado Parkway, Suite 1000||Tempe|AZ|Goodman|Brett|Global Mobility Specialist|No||60 E. Rio Salado Parkway, Suite 1000|||Yes|No|Year|16505278000||14808267049||XRM-Global_Employee@gendigital.com|Yes
I-200-26068-689282|Certified|Gen Digital Inc|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|60 E. Rio Salado Parkway, Suite 1000||Tempe|AZ|Goodman|Brett|Global Mobility Specialist|No||60 E. Rio Salado Parkway, Suite 1000|||Yes|No|Year|16505278000||14808267049||XRM-Global_Employee@gendigital.com|Yes
I-200-26058-670932|Certified|Gen Digital Inc|Senior Data Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|60 E. Rio Salado Parkway, Suite 1000||Tempe|AZ|Goodman|Brett|Global Mobility Specialist|No||12 Davenport Ln|||Yes|No|Year|16505278000||14808267049||XRM-Global_Employee@gendigital.com|Yes
I-200-26084-728000|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||242 Humboldt Court|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26072-701611|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||811 East Washington Ave|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-730262|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1500 Crittenden Lane|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26082-723004|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1170 Bordeaux Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26077-712065|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1212 Bordeaux Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-728557|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1170 Bordeaux Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-730620|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||500 7th Avenue South|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26077-711625|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||285 W Tasman|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-730282|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1260 Crossman Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26082-723811|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1195 Borregas Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26063-680102|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||76 Ninth Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26084-728897|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Aziz/Quinn/Anderson/Wang/LeSeur|Ayesha/Jessica/Andru/Fei/Harry|Program Managers|No||1600 Amphitheatre Parkway|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26069-693874|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Cong/Murdock/Mark/Fortucci|Shu/Jill/Peter/Raymond|Program Managers|No||76 Ninth Avenue|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26070-694284|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Murdock/Mark/Markham/Cong/Xenakis|Jill/Peter/Taylor/Shu/Gina|Program Managers|No||100 Bay View Drive|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
I-200-26078-714820|Certified|Google LLC|Software Engineer|15-1252.00|Y|2026-08-22|2029-08-21|1|1|0|0|0|0|0|1600 Amphitheatre Parkway||Mountain View|CA|Murdock/Mark/Markham/Cong/Xenakis|Jill/Peter/Taylor/Shu/Gina|Program Managers|No||2000 N. Shoreline Blvd|||Yes|No|Year|16502037602||16502534513||GITAMER@google.com|Yes
