-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------
case_number                    | I-200-25352-492958
employer_name                  | Nixon Technologies LLC
secondary_entity_business_name | 
employer_phone                 | 13022194345
employer_poc_first_name        | Shravan Reddy
employer_poc_last_name         | Annadi
employer_poc_email             | information@nixontechnologies.com
employer_poc_phone             | 13022194345
employer_poc_phone_ext         | 
worksite_address1              | 1201 North Market Street
worksite_address2              | Suite 111
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 1201 North Market Street
employer_address2              | Suite 111
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19801
begin_date                     | 2025-02-10
end_date                       | 2028-02-09
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Nixon Technologies LLC
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 2549 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24296-422632
job_title                      | Software Developer
employer_name                  | Nixon Technologies LLC
secondary_entity_business_name | 
employer_phone                 | 13022194345
employer_poc_first_name        | Shravan Reddy
employer_poc_last_name         | Annadi
employer_poc_email             | information@nixontechnologies.com
employer_poc_phone             | 13022194345
employer_poc_phone_ext         | 
worksite_address1              | 1201 North Market Street
worksite_address2              | Suite 111
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 1201 North Market Street
employer_address2              | Suite 111
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19801
begin_date                     | 2025-02-10
end_date                       | 2028-02-09
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Nixon Technologies LLC
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 2550 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24296-422644
job_title                      | Software Developer
employer_name                  | Nixon Technologies LLC
secondary_entity_business_name | 
employer_phone                 | 13022194345
employer_poc_first_name        | Shravan Reddy
employer_poc_last_name         | Annadi
employer_poc_email             | information@nixontechnologies.com
employer_poc_phone             | 13022194345
employer_poc_phone_ext         | 
worksite_address1              | 1201 North Market Street
worksite_address2              | Suite 111
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 1201 North Market Street
employer_address2              | Suite 111
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19801
begin_date                     | 2025-02-10
end_date                       | 2028-02-09
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Nixon Technologies LLC
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 2551 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24248-314378
job_title                      | Associate, Quant Analytics Associate Sr
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 201 N. Walnut St
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2025-02-09
end_date                       | 2028-02-08
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 13-2099.01
h_1b_dependent                 | No
-[ RECORD 2552 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24236-289276
job_title                      | AVP, Existing Customer Management
employer_name                  | Barclays Bank Delaware
secondary_entity_business_name | 
employer_phone                 | 12124124000
employer_poc_first_name        | Paul/Hope
employer_poc_last_name         | Imbimbo/Bak
employer_poc_email             | imamericasimmigration@barclays.com
employer_poc_phone             | 12124124000
employer_poc_phone_ext         | 
worksite_address1              | 125 South West Street
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Berry Appleman & Leiden LLP
employer_address1              | 745 Seventh Avenue
employer_address2              | 
employer_city                  | New York
employer_state                 | NY
employer_postal_code           | 10019
begin_date                     | 2025-02-08
end_date                       | 2028-02-07
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Barclays Bank Delaware
soc_code                       | 13-2041.00
h_1b_dependent                 | No
-[ RECORD 2553 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25030-653890
job_title                      | DATA ENGINEER
employer_name                  | SYSCONSULT LLC
secondary_entity_business_name | JP MORGAN CHASE & CO.
employer_phone                 | 19728913050
employer_poc_first_name        | TIYASHA
employer_poc_last_name         | PANJEE
employer_poc_email             | IMMIGRATION@SYSCONSULT.IO
employer_poc_phone             | 19728913050
employer_poc_phone_ext         | 
worksite_address1              | 880 POWDER MILL RD.
worksite_address2              | 
worksite_city                  | WILMINGTON
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 19751 E MAINSTREET
employer_address2              | SUITE 387
employer_city                  | PARKER
employer_state                 | CO
employer_postal_code           | 80138
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | SYSCONSULT LLC
soc_code                       | 15-1242
h_1b_dependent                 | Yes
-[ RECORD 2554 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24256-332414
job_title                      | Senior Business Intelligence Developer
employer_name                  | Christiana Care Health Services Inc
secondary_entity_business_name | 
employer_phone                 | 13026230502
employer_poc_first_name        | Paul
employer_poc_last_name         | Miecznikoski
employer_poc_email             | Paul.M.Miecznikoski@ChristianaCare.org
employer_poc_phone             | 14438318207
employer_poc_phone_ext         | 
worksite_address1              | 4000 Nexus Drive
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Landau Hess Simon Choi & Doebley
employer_address1              | 4000 Nexus Drive
employer_address2              | 
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19803
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Christiana Care Health Services Inc
soc_code                       | 15-2051.01
h_1b_dependent                 | No
-[ RECORD 2555 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24323-481159
job_title                      | Physician OBGYN
employer_name                  | Christiana Care Health Services Inc
secondary_entity_business_name | 
employer_phone                 | 13026230502
employer_poc_first_name        | Lauren
employer_poc_last_name         | Mahaney
employer_poc_email             | Lauren.A.Mahaney@ChristianaCare.org
employer_poc_phone             | 13026230502
employer_poc_phone_ext         | 
worksite_address1              | 4755 Ogletown- Stanton Road
worksite_address2              | 
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Landau Hess Simon Choi & Doebley
employer_address1              | 4000 Nexus Drive
employer_address2              | 
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19803
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Christiana Care Health Services Inc
soc_code                       | 29-1218
h_1b_dependent                 | No
-[ RECORD 2556 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24285-402379
job_title                      | Lead Software Engineer
employer_name                  | Gartner Inc
secondary_entity_business_name | 
employer_phone                 | 12039640096
employer_poc_first_name        | Sofia/Alyxandra
employer_poc_last_name         | Zeno/Kapchan
employer_poc_email             | HRimmigration@gartner.com
employer_poc_phone             | 12033160096
employer_poc_phone_ext         | 
worksite_address1              | 809 Mapleton Avenue
worksite_address2              | 
worksite_city                  | Middletown
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Vialto Law (US) PLLC
employer_address1              | 56 Top Gallant Road
employer_address2              | 
employer_city                  | Stamford
employer_state                 | CT
employer_postal_code           | 06902
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Gartner Inc
soc_code                       | 15-1251
h_1b_dependent                 | No
-[ RECORD 2557 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24221-254119
job_title                      | Associate, Software Engineer III
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 880 Powder Mill Road
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 2558 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24233-279121
job_title                      | Vice President, Lead Software Engineer
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 880 Powder Mill Rd
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 2559 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24233-279133
job_title                      | Vice President, Sr Lead Software Engineer
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 880 Powder Mill Road
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 2560 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24233-279146
job_title                      | Associate, Software Engineer III
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 201 N Walnut St
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 2561 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24232-277357
job_title                      | Materials Characterization Specialist
employer_name                  | UNIVERSITY OF DELAWARE
secondary_entity_business_name | 
employer_phone                 | 13028312115
employer_poc_first_name        | Bradford
employer_poc_last_name         | Rush
employer_poc_email             | barush@udel.edu
employer_poc_phone             | 13028312115
employer_poc_phone_ext         | 
worksite_address1              | University of Delaware
worksite_address2              | 221 Academy Street
worksite_city                  | Newark
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 26 East Main Street
employer_address2              | 
employer_city                  | Newark
employer_state                 | DE
employer_postal_code           | 19716
begin_date                     | 2025-02-07
end_date                       | 2028-02-06
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | UNIVERSITY OF DELAWARE
soc_code                       | 19-2032.00
h_1b_dependent                 | No
-[ RECORD 2562 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24269-365427
job_title                      | Manager, Software Engineering
employer_name                  | Capital One Services LLC
secondary_entity_business_name | 
employer_phone                 | 18042841000
employer_poc_first_name        | Carolyn
employer_poc_last_name         | Neblett
employer_poc_email             | immigration@capitalone.com
employer_poc_phone             | 18042841000
employer_poc_phone_ext         | 
worksite_address1              | 802 Delaware Avenue
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Fragomen Del Rey Bernsen & Loewy LLP
employer_address1              | 15000 Capital One Drive
employer_address2              | 
employer_city                  | Richmond
employer_state                 | VA
employer_postal_code           | 23238
begin_date                     | 2025-02-06
end_date                       | 2028-02-05
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Capital One Services LLC
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 2563 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24289-408745
job_title                      | AVP, Software Engineer
employer_name                  | Barclays Services LLC
secondary_entity_business_name | 
employer_phone                 | 12124124000
employer_poc_first_name        | Paul/Hope
employer_poc_last_name         | Imbimbo/Bak
employer_poc_email             | imamericasimmigration@barclays.com
employer_poc_phone             | 12124124000
employer_poc_phone_ext         | 
worksite_address1              | 100 West Street
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Berry Appleman & Leiden LLP
employer_address1              | 745 Seventh Avenue
employer_address2              | 
employer_city                  | New York
employer_state                 | NY
employer_postal_code           | 10019
begin_date                     | 2025-02-04
end_date                       | 2028-02-03
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Barclays Services LLC
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 2564 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24220-251815
job_title                      | Associate, Software Engineer II
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Yael/Santiago
employer_poc_last_name         | Gutman/Gomez
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 880 Powder Mill Rd
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2025-02-04
end_date                       | 2028-02-03
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 2565 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25034-661477
job_title                      | Architect
employer_name                  | TATA CONSULTANCY SERVICES LIMITED
secondary_entity_business_name | MetLife Services & Solutions LLC
employer_phone                 | 13012319083
employer_poc_first_name        | AMIT
employer_poc_last_name         | JINDAL
employer_poc_email             | AMIT1.JINDAL@TCS.COM
employer_poc_phone             | 13012319083
employer_poc_phone_ext         | 
worksite_address1              | 600 N King St
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | USILAW INC
employer_address1              | 9201 CORPORATE BOULEVARD
employer_address2              | SUITE 320
employer_city                  | ROCKVILLE
employer_state                 | MD
employer_postal_code           | 20850
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | TATA CONSULTANCY SERVICES LIMITED
soc_code                       | 15-1299.08
h_1b_dependent                 | Yes
-[ RECORD 2566 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24338-515331
job_title                      | Associate Director Data Management and Operations
employer_name                  | AstraZeneca Pharmaceuticals LP
secondary_entity_business_name | 
employer_phone                 | 13013981389
employer_poc_first_name        | SOFIA/ODEMARIS
employer_poc_last_name         | CASTANEDA/ACEVES
employer_poc_email             | MyHR.InternationalExperiences@astrazeneca.com
employer_poc_phone             | 13013980000
employer_poc_phone_ext         | 
worksite_address1              | 1800 Concord Pike
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Fragomen Del Rey Bernsen & Loewy LLP
employer_address1              | 1800 Concord Pike
employer_address2              | 
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19803
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | AstraZeneca Pharmaceuticals LP
soc_code                       | 15-2051
h_1b_dependent                 | No
-[ RECORD 2567 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24275-377929
job_title                      | Digital Product Manager
employer_name                  | Barclays Bank Delaware
secondary_entity_business_name | 
employer_phone                 | 12124124000
employer_poc_first_name        | Paul/Hope
employer_poc_last_name         | Imbimbo/Bak
employer_poc_email             | imamericasimmigration@barclays.com
employer_poc_phone             | 12124124000
employer_poc_phone_ext         | 
worksite_address1              | 125 South West Street
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Berry Appleman & Leiden LLP
employer_address1              | 745 Seventh Avenue
employer_address2              | 
employer_city                  | New York
employer_state                 | NY
employer_postal_code           | 10019
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Barclays Bank Delaware
soc_code                       | 15-1299.09
h_1b_dependent                 | No
-[ RECORD 2568 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25014-616487
job_title                      | Senior Consultant - Technology
employer_name                  | EvonSys Inc
secondary_entity_business_name | 
employer_phone                 | 13025442156
employer_poc_first_name        | Hasini
employer_poc_last_name         | Fonseka
employer_poc_email             | hasini@evonsys.com
employer_poc_phone             | 13026508255
employer_poc_phone_ext         | 
worksite_address1              | 4550 New Linden Hill Road
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Murthy Law Firm
employer_address1              | 4550 New Linden Hill Road
employer_address2              | Suite 104
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19808
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | EvonSys Inc
soc_code                       | 15-1299.08
h_1b_dependent                 | Yes
-[ RECORD 2569 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25016-623492
job_title                      | Associate Architect - Technology
employer_name                  | EvonSys Inc
secondary_entity_business_name | 
employer_phone                 | 13025442156
employer_poc_first_name        | Hasini
employer_poc_last_name         | Fonseka
employer_poc_email             | hasini@evonsys.com
employer_poc_phone             | 13026508255
employer_poc_phone_ext         | 
worksite_address1              | 4550 New Linden Hill Road
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Murthy Law Firm
employer_address1              | 4550 New Linden Hill Road
employer_address2              | Suite 104
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19808
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | EvonSys Inc
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 2570 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25017-626370
job_title                      | Lead Consultant - Technology
employer_name                  | EvonSys Inc
secondary_entity_business_name | 
employer_phone                 | 13025442156
employer_poc_first_name        | Hasini
employer_poc_last_name         | Fonseka
employer_poc_email             | hasini@evonsys.com
employer_poc_phone             | 13026508255
employer_poc_phone_ext         | 
worksite_address1              | 4550 New Linden Hill Road
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Murthy Law Firm
employer_address1              | 4550 New Linden Hill Road
employer_address2              | Suite 104
employer_city                  | Wilmington
employer_state                 | DE
employer_postal_code           | 19808
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | EvonSys Inc
soc_code                       | 15-1299.08
h_1b_dependent                 | Yes
-[ RECORD 2571 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25034-659970
job_title                      | Project Manager - IV
employer_name                  | HCL AMERICA INC
secondary_entity_business_name | 
employer_phone                 | 14087330480
employer_poc_first_name        | Jack
employer_poc_last_name         | Heh
employer_poc_email             | Jheh@hcltech.com
employer_poc_phone             | 14085238474
employer_poc_phone_ext         | 
worksite_address1              | 322 Elizabeth Sweetbriar Lane
worksite_address2              | 
worksite_city                  | New Castle
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 2600 Great America way
employer_address2              | Suite 101 and 401.
employer_city                  | Santa Clara
employer_state                 | CA
employer_postal_code           | 95054
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | HCL AMERICA INC
soc_code                       | 15-1251
h_1b_dependent                 | Yes
-[ RECORD 2572 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25020-630020
job_title                      | PROJECT MANAGER/SCRUM MASTER
employer_name                  | ILOGIC INC
secondary_entity_business_name | 
employer_phone                 | 16092285701
employer_poc_first_name        | SRINIVAS
employer_poc_last_name         | LINGAMNENI
employer_poc_email             | SRINI@ILOGIC-INC.COM
employer_poc_phone             | 16092285701
employer_poc_phone_ext         | 
worksite_address1              | 4 ADDISON DR.
worksite_address2              | 
worksite_city                  | NEWARK
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 3525 QUAKERBRIDGE ROAD
employer_address2              | SUITE 1400
employer_city                  | HAMILTON
employer_state                 | NJ
employer_postal_code           | 08619
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | ILOGIC INC
soc_code                       | 15-1299.09
h_1b_dependent                 | Yes
-[ RECORD 2573 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25022-635029
job_title                      | Specialist Clinical Study Management
employer_name                  | Zenith LifeScience LLC
secondary_entity_business_name | 
employer_phone                 | 17327895494
employer_poc_first_name        | Mihir
employer_poc_last_name         | PATEL
employer_poc_email             | mihir@zenithlifescience.com
employer_poc_phone             | 17322108584
employer_poc_phone_ext         | 
worksite_address1              | 1353 Nighthawk Dr
worksite_address2              | 
worksite_city                  | Middletown
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Law Offices of Kamlesh Tewary PC
employer_address1              | 51 Cragwood Road
employer_address2              | Suite 306
employer_city                  | South Plainfield
employer_state                 | NJ
employer_postal_code           | 07080
begin_date                     | 2025-02-03
end_date                       | 2028-02-02
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 1
amended_petition               | 0
employer_name                  | Zenith LifeScience LLC
soc_code                       | 13-1041.07
h_1b_dependent                 | Yes
-[ RECORD 2574 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24219-247329
job_title                      | Vice President
employer_name                  | BlackRock Financial Management Inc
secondary_entity_business_name | 
employer_phone                 | 16092820172
employer_poc_first_name        | Divya/Elbert
employer_poc_last_name         | Thakur/Vasquez
employer_poc_email             | n/a
employer_poc_phone             | 16092820172
employer_poc_phone_ext         | 
worksite_address1              | 100 Bellevue Parkway
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Ogletree Deakins
employer_address1              | 1 University Square Drive
employer_address2              | 
employer_city                  | Princeton
employer_state                 | NJ
employer_postal_code           | 08540
begin_date                     | 2025-02-02
end_date                       | 2028-02-01
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | BlackRock Financial Management Inc
soc_code                       | 15-1252
h_1b_dependent                 | No
-[ RECORD 2575 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25022-635446
job_title                      | Data Engineer
employer_name                  | SAGARSOFT INC
secondary_entity_business_name | Elegant Technologies (Working from home remotely)
employer_phone                 | 18606332025
employer_poc_first_name        | Selvanaigam
employer_poc_last_name         | Subramaniam
employer_poc_email             | Selva@sagarsoft.com
employer_poc_phone             | 18606332025
